data_identity,numero_manuscrito,referencia,revision,titulo,tipo_articulo,autor,email,fecha_inicial,estado_actual,fecha_estado,fecha_vencimiento,editor,decision_editor_def,est_ev_completo,est_ev_aceptado,est_ev_invitado,est_ev_rechazado,est_ev_tarde,año,ref_maquetado,estado,responsable,notas,entrada,revision_1,comentarios_ultimo_revisor,decision_editor_r1,entrada_r1,revision_r1,coment_compl_r1,dec_editor_r1,entrada_r2,revision_r2,coment_compl_r2,dec_editor_r2,entrada_r3,revision_r3,coment_completos_r3,dec_editor_r3,entrada_r4,revision_r4,coment_completos_r4,rechazo,aceptacion,maquetacion,in_press,publicado,publicado_detalles,pmid,etapa_1,etapa_2,etapa_3,etapa_4,etapa_5,etapa_6,maquet_in_press,activo,ultima_accion,dias_pasados,mayor_10_dias,fecha_alta,fecha_baja
,NEFRO-D-22-00215,NEFRO-D-22-00215,,HISTOMORFOMETRIA DE LA FORMACIÓN ÓSEA POR REMODELACIÓN Y MODELACIÓN EN NIÑOS CON INSUFICIENCIA RENAL CRÓNICA	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-06-09,2022-07-17,2022-08-09,2022-08-25,,,,,,,,,,,,,,,,2022-08-25,,,,,,,38,23.0,16.0,,,,,False,2022-08-25,77,False,,
,NEFRO-D-22-00214,NEFRO-D-22-00214,,Primer caso de síndrome hemolítico urémico por Aeromonas caviae en paciente adulto.	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,NEFROPLUS,2022-06-09,2022-06-28,2022-07-26,2022-09-03,,,,,,,,,,,,,,,,2022-09-09,,,,,,,19,28.0,39.0,,,,,False,2022-09-09,92,False,,
,NEFRO-D-22-00213,NEFRO-D-22-00213,,Which one led to the kidney disease in a patient with co-occurrence of Sjogren Syndrome and ANCA-associated vasculitis?	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-06-07,,,,,,,,,,,,,,,,,,,2022-07-17,,,,,,,,,,,,,,False,2022-07-17,40,False,,
,NEFRO-D-22-00212,NEFRO-D-22-00212,,El tiro de gracia: Nefritis tubulointersticial activa y crónica asociada a Enfermedad Renal diabética en trabajador agrícola previamente ¨sano¨,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-06-07,,,,,,,,,,,,,,,,,,,2022-07-17,,,,,,,,,,,,,,False,2022-07-17,40,False,,
,NEFRO-D-22-00211,NEFRO-D-22-00211,,CALIDAD DE VIDA Y FUERZA PRENSIL EN PACIENTES CON ENFERMEDAD RENAL CRONICA	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-06-07,,,2022-06-29,,,,,,,,,,,,,,,,2022-06-29,,,,,,,,,,,,,,False,2022-06-29,22,False,,
,NEFRO-D-22-00210,NEFRO-D-22-00210,,Nefritis intersticial crónica de las comunidades agrícolas y preeclampsia: ¿existe una relación? Chronic Interstitial Nephritis in Agricultural Communities and Preeclampsia: is there a link?	,,,,,,,,,,,,,,,2022,,Retirado,0,,2022-06-07,2022-06-28,2022-07-03,2022-08-01,,,,,,,,,,,,,,,,2022-09-06,,,,,,,21,5.0,29.0,,,,,False,2022-09-06,91,False,,
,NEFRO-D-22-00209,NEFRO-D-22-00209,,Análisis del mimetismo molecular entre autoantígenos implicados en la nefropatía de membrana y antígenos bacterianos.	,,,,,,,,,,,,,,,2022,,4.2 Grandes cambios,Autores,,2022-06-07,2022-06-28,,2022-09-25,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,True,2022-09-25,123,True,,
,NEFRO-D-22-00208,NEFRO-D-22-00208,,"Proteína quimioatrayente de monocitos urinarios-1 (uMCP-1), Factor de necrosis tumoral urinario similar al inductor débil de apoptosis (uTWEAK) y Lipocalina asociada a gelatinasa de neutrófilos urinarios (uNGAL) como predictores de nefritis lúpica: una revisión sistemática	",,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-06-07,,,2022-08-14,,,,,,,,,,,,,,,,2022-08-21,,,,,,,,,,,,,,False,2022-08-21,75,False,,
,NEFRO-D-22-00207,NEFRO-D-22-00207,,Fracaso renal agudo por tobramicina inhalada en paciente trasplantado renal.	,,,,,,,,,,,,,,,2022,,Decisión en curso,Mariano/Roberto,CONSIDERAR RETIRAR EL ARTÍCULO. Tenía previsto el envío de cambios para julio. Sin respuesta de los autores.,2022-06-05,,,2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2022-06-28,212,True,,
,NEFRO-D-22-00206,NEFRO-D-22-00206,,Receiver Operator Characteristic Curve Analysis of serum 8-hydroxy-2'-deoxyguanosine levels and Genotypic and Phenotypic predictors in End-Stage Renal Disease	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-06-05,2022-06-28,2022-07-19,2022-09-03,,,,,,,,,,,,,,,,2022-09-03,,,,,,,23,21.0,46.0,,,,,False,2022-09-03,90,False,,
,NEFRO-D-22-00204,NEFRO-D-22-00204,,Insuficiencia renal aguda y mortalidad en pacientes con COVID-19	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-06-01,,,2022-06-28,,,,,,,,,,,,,,,,2022-06-28,,,,,,,,,,,,,,False,2022-06-28,27,False,,
,NEFRO-D-22-00202,NEFRO-D-22-00202,,Niveles de suPAR y expresión de WT1 están involucrados en la pérdida de la adhesión de los podocitos en nefritis lúpica SuPAR levels and WT1 expression are involved in the loss of adhesion of podocytes in lupus nephritis	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-29,2022-06-28,2022-07-19,2022-08-01,,,,,,,,,,,,,,,,2022-08-01,,,,,,,30,21.0,13.0,,,,,False,2022-08-01,64,False,,
,NEFRO-D-22-00201,NEFRO-D-22-00201,,"Emergency hemodialysis in the Joseph Raseta Befelatanana Hospital Antananarivo, Madagascar	",,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-27,,,2022-06-29,,,,,,,,,,,,,,,,2022-06-29,,,,,,,,,,,,,,False,2022-06-29,33,False,,
,NEFRO-D-22-00200,NEFRO-D-22-00200,,DETERMINACIÓN SÉRICA DE HEPCIDINA EN PACIENTES CON ENFERMEDAD RENAL CRÓNICA	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-26,,,2022-05-27,,,,,,,,,,,,,,,,2022-05-27,,,,,,,,,,,,,,False,2022-05-27,1,False,,
,NEFRO-D-22-00199,NEFRO-D-22-00199,,"Respuesta a la carta al Director referido al artículo publicado Título: “Fibrilación
auricular no valvular en pacientes en hemodiálisis crónica. ¿Debemos
anticoagular?”",,,,,,,,,,,,,,,2022,NEFRO_1073,7. Publicado,Elsevier,Es una carta para la ref NEFRO-D-22-00012. La respuesta de los autores es la REF NEFRO-D-22-00199 y deben publicarse en el mismo núm la ref NEFRO-D-22-00199 y la ref NEFRO-D-22-00141R1        ,2022-05-26,,,2022-05-27,,,,,,,,,,,,,,,,,2022-05-27,2022-06-27,2022-07-09,,2023.43(1)Enero-Febrero,,,,,,,31.0,12,False,2022-07-09,44,False,,
,NEFRO-D-22-00198,NEFRO-D-22-00198,,he blood flow rate on the first day after arteriovenous fistula creation is a predictor of successful fistula maturation,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-25,2022-05-27,2022-07-02,2022-08-01,,,,,,,,,,,,,,,,2022-08-01,,,,,,,2,36.0,30.0,,,,,False,2022-08-01,68,False,,
,NEFRO-D-22-00197,NEFRO-D-22-00197,,Definición y evolución del concepto de sarcopenia.,,,,,,,,,,,,,,,2022,,2. En revisión,Revisores,,2022-05-25,2022-05-29,2022-07-10,2022-07-17,2023-01-24,2023-01-24,,,,,,,,,,,,,,,,,,,,,4,42.0,7.0,191.0,0.0,,,True,2023-01-24,2,False,,
,NEFRO-D-22-00196,NEFRO-D-22-00196,,PREDICTING LONG-TERM OUTCOMES OF KIDNEY TRANSPLANTATION IN THE ERA OF ARTIFICIAL INTELLIGENCE	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-22,,,2022-06-01,,,,,,,,,,,,,,,,2022-06-01,,,,,,,,,,,,,,False,2022-06-01,10,False,,
,NEFRO-D-22-00195,NEFRO-D-22-00195,,Effect of hemodiafiltration on sclerostin level and bone specific alkaline phosphatase in comparison with high flux dialysis	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-22,,,2022-05-29,,,,,,,,,,,,,,,,2022-05-29,,,,,,,,,,,,,,False,2022-05-29,7,False,,
,NEFRO-D-22-00194,NEFRO-D-22-00194,,"Título largo: Comparación de función renal: líquidos liberados vs restringidos, asociación con morbilidad neonatal.   Title long: Kidney function comparison: released vs restricted fluids, association with neonatal morbidity.	",,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-19,,,2022-05-30,,,,,,,,,,,,,,,,2022-05-30,,,,,,,,,,,,,,False,2022-05-30,11,False,,
,NEFRO-D-22-00193,NEFRO-D-22-00193,,Importancia del Género en la recomendaciones de las guías KDIGO. Diabetes y ERC        ,,,,,,,,,,,,,,,2022,NEFRO_1079,7. Publicado,Elsevier,Aparece en la web comoprueba no corregida porque la han prepublicado antes de que Mariano diera el visto bueno. Revisar que modifican el texto de prueba no corregida. ,2022-05-18,,,2022-05-29,2022-06-05,,,2022-06-28,,,,,,,,,,,,,2022-06-28,2022-07-26,2022-07-24,,,,,,,7.0,,28.0,-2,False,2022-07-26,69,False,,
,NEFRO-D-22-00192,NEFRO-D-22-00192,,Necrosis de pene: calcifilaxia y enfermedad renal crónica Penile necrosis: calciphilaxis and chronic kidney disease”	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-18,2022-05-27,2022-06-03,2022-07-17,2022-09-07,,,2022-09-09,,,,,,,,,,,,,,,,,,,9,7.0,44.0,52.0,,,,False,2022-09-09,114,False,,
,NEFRO-D-22-00191,NEFRO-D-22-00191,,Acute kidney injury (AKI) in rural workers: could acute and repetitive dehydration accompany by extreme physical stress episodes be one of its main inducing factors?	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-16,,,2022-05-17,,,,,,,,,,,,,,,,2022-05-17,,,,,,,,,,,,,,False,2022-05-17,1,False,,
,NEFRO-D-22-00190,NEFRO-D-22-00190,,Effectiveness of phosphate binders strategies in adults with Chronic Kidney Disease on hemodialysis: a systematic review with meta-analysis	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-18,,,2022-05-28,,,,,,,,,,,,,,,,2022-05-28,,,,,,,,,,,,,,False,2022-05-28,10,False,,
,NEFRO-D-22-00189,NEFRO-D-22-00189,,"Comparison of the effects of kinesio tape and mobilization on pain, range of motion, and functional shoulder disability in sub acromial impingement syndrome in dialysis patients	",,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-14,,,2022-05-17,,,,,,,,,,,,,,,,2022-05-17,,,,,,,,,,,,,,False,2022-05-17,3,False,,
,NEFRO-D-22-00188,NEFRO-D-22-00188,,Incremental peritoneal dialysis – is it better for preservation of residual kidney function and clinical outcomes?	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-14,,,2022-05-17,,,,,,,,,,,,,,,,2022-05-17,,,,,,,,,,,,,,False,2022-05-17,3,False,,
,NEFRO-D-22-00187,NEFRO-D-22-00187,,NIVELES BAJOS DE LIPOPROTEÍNAS DE ALTA DENSIDAD COMO FACTOR DE RIESGO PARA LESIÓN RENAL AGUDA ASOCIADA AL MEDIO DE CONTRASTE EN PACIENTES SOMETIDOS A CATETERISMO CARDIACO	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-14,,,2022-05-17,,,,,,,,,,,,,,,,2022-05-17,,,,,,,,,,,,,,False,2022-05-17,3,False,,
,NEFRO-D-22-00186,NEFRO-D-22-00186,,TITULO Gammapatía monoclonal de significado renal. A propósito de un caso TITLE Monoclonal gammopathy of renal significance. About a case	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-14,,,2022-05-17,,,,,,,,,,,,,,,,2022-05-17,,,,,,,,,,,,,,False,2022-05-17,3,False,,
,NEFRO-D-22-00185,NEFRO-D-22-00185,,Systemic Immune-Inflammation Index as an Inflammatory Biomarker in Systemic Lupus Erythematosus Nephritis	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-15,,,2022-05-17,,,,,,,,,,,,,,,,2022-05-17,,,,,,,,,,,,,,False,2022-05-17,2,False,,
,NEFRO-D-22-00184,NEFRO-D-22-00184,,Evaluación de confiabilidad y validez de instrumentos de conocimientos y satisfacción de pacientes renales al inicio de la pandemia por SARS-CoV-2	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-14,,,2022-05-17,,,,,,,,,,,,,,,,2022-05-17,,,,,,,,,,,,,,False,2022-05-17,3,False,,
,NEFRO-D-22-00183,NEFRO-D-22-00183,,Emergencia hipertensiva como debut de hipertensión arterial secundaria en paciente migrante	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-15,,,2022-05-17,,,,,,,,,,,,,,,,2022-05-17,,,,,,,,,,,,,,False,2022-05-17,2,False,,
,NEFRO-D-22-00181,NEFRO-D-22-00181,,PET-TC F18-colina para la localización de un adenoma paratiroideo en un niño con enfermedad renal crónica	,,,,,,,,,,,,,,,2022,,Nefroplus,Mariano/Roberto,,2022-05-12,,,2022-05-14,2022-06-08,,,2022-06-28,,,,,,,,,,,,2022-06-28,,,,,,,,,,25.0,,,,False,2022-06-28,47,False,,
,NEFRO-D-22-00180,NEFRO-D-22-00180,,How safe is PEX piping? Transfer of Leachable substances from cross-linked polyethylene (PEX) into hemodialysis water	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-12,,,2022-05-17,,,,,,,,,,,,,,,,2022-05-17,,,,,,,,,,,,,,False,2022-05-17,5,False,,
,NEFRO-D-22-00179,NEFRO-D-22-00179,,Intra-arterial renal infusion of bone marrow-derived mesenchymal stem cells inhibit TLR4-NF-κB-NLRP3-mediated pyroptosis in doxorubicin nephropathy rats	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-09,2022-05-12,2022-06-07,2022-08-01,,,,,,,,,,,,,,,,2022-08-01,,,,,,,3,26.0,55.0,,,,,False,2022-08-01,84,False,,
,NEFRO-D-22-00177,NEFRO-D-22-00177,,Valor de la hemodiálisis concertada y la hospitalaria mediante un Análisis de Decisión MultiCriterio Value of concerted and hospital hemodialysis through a Multi-Criteria Decision Analysis	,,,,,,,,,,,,,,,2022,NEFRO_1093,6. Revisión Maquetación,0,,2022-05-08,2022-05-19,2022-06-18,2022-07-16,2022-08-02,2022-08-04,2022-08-15,,,,,,,,,,,,,,,,,,,,11,30.0,28.0,17.0,2.0,,,True,2022-08-15,164,True,,
,NEFRO-D-22-00175,NEFRO-D-22-00175,,The Safety and Efficacy of Tolvaptan in the Treatment of Patients with Autosomal Dominant Polycystic Kidney Disease: A Systematic Review and Meta-analysis	,,,,,,,,,,,,,,,2022,NEFRO_1105,6. Revisión Maquetación,0,"ESTÁ EN LA WEB, PERO NO NOS HA LLEGADO GALERADA PARA CORREGIR",2022-05-08,2022-05-11,2022-07-29,2022-08-01,2022-08-31,2022-09-01,,2022-10-06,,,,,,,,,,,,,2022-10-06,2022-11-07,2022-10-13,,,,3,79.0,3.0,30.0,1.0,32.0,-25,True,2022-11-07,80,True,,
,NEFRO-D-22-00172,NEFRO-D-22-00172,,"Is the C4d, nephrin, and Wilms' tumor-1 staining pattern sensitive and specific for the differential diagnosis of focal segmental glomerulosclerosis and minimal change disease cases?	",,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-04,2022-05-09,2022-06-03,2022-06-12,,,,,,,,,,,,,,,,2022-06-12,,,,,,,5,25.0,9.0,,,,,False,2022-06-12,39,False,,
,NEFRO-D-22-00171,NEFRO-D-22-00171,,Terapia mediante ultrafiltración peritoneal como una alternativa de mejora pronóstica en un caso de amiloidosis primaria por cadenas ligeras AL con afectación cardiaca.  Peritoneal ultrafiltration as an alternative to improve prognosis in a case of immunoglobulin light chain amyloidosis with heart involvement,,,,,,,,,,,,,,,2022,,Decisión en curso,Mariano/Roberto,CONSIDERAR RETIRAR EL ARTÍCULO. Tenían que haber enviado los cambios en septiembre. Sin noticias de los autores.,2022-05-04,,,2022-05-09,2022-08-05,,,2022-08-25,,,,,,,,,,,,,,,,,,,,,,88.0,,,,True,2022-08-25,154,True,,
,NEFRO-D-22-00170,NEFRO-D-22-00170,,Es necesario un programa de detección de enfermedades renales crónicas en los países en desarrollo? Is chronic kidney disease screening program necessary in developing countries?”	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-04,,,2022-05-09,,,,,,,,,,,,,,,,2022-05-09,,,,,,,,,,,,,,False,2022-05-09,5,False,,
,NEFRO-D-22-00169,NEFRO-D-22-00169,,How I identify MGRS with bone pain and kidney injury: a case report	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-02,,,2022-05-09,,,,,,,,,,,,,,,,2022-05-09,,,,,,,,,,,,,,False,2022-05-09,7,False,,
,NEFRO-D-22-00168,NEFRO-D-22-00168,,"NEFRITIS DEL SHUNT, UNA ENFERMEDAD EXCEPCIONAL, QUE AÚN EXISTE	",,,,,,,,,,,,,,,2022,,Retirado,0,,2022-05-01,,,2022-05-09,,,,,,,,,,,,,,,,2022-08-17,,,,,,,,,,,,,,False,2022-08-17,108,False,,
,NEFRO-D-22-00167,NEFRO-D-22-00167,,SCLEROSTIN AND TWEAK: ARE NEW PATHWAYS POSSIBLE IN THE PATHOGENESIS OF GLOMERULONEPHRITIS?	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-01,,,2022-05-09,,,,,,,,,,,,,,,,2022-05-09,,,,,,,,,,,,,,False,2022-05-09,8,False,,
,NEFRO-D-22-00166,NEFRO-D-22-00166,,Efficacy and safety of skirted continuous suture technique in retroperitoneal laparoscopic partial nephrectomy for kidney tuberculosis	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-05-02,,,2022-05-09,,,,,,,,,,,,,,,,2022-05-09,,,,,,,,,,,,,,False,2022-05-09,7,False,,
,NEFRO-D-22-00165,NEFRO-D-22-00165,,Waning humoral response 6 month after double vaccination with the mRNA-BNT162b2 vaccine in hemodialysis patients	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-04-28,2022-05-09,2022-06-15,2022-07-16,,,,,,,,,,,,,,,,2022-07-16,,,,,,,11,37.0,31.0,,,,,False,2022-07-16,79,False,,
,NEFRO-D-22-00164,NEFRO-D-22-00164,,Role of physical exercise in an overlooked Nutcracker Syndrome occurred in a patient with diaphragmatic relaxatio: a case report	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-04-30,,,2022-05-09,,,,,,,,,,,,,,,,2022-05-09,,,,,,,,,,,,,,False,2022-05-09,9,False,,
,NEFRO-D-22-00163,NEFRO-D-22-00163,,"""Papel del embarazo en la patogenicidad de las mutaciones de riesgo de microangiopatía trombótica"" ""Role of pregnancy in the pathogenicity of risk mutations for thrombotic microangiopathy""	",,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-04-26,,,2022-05-09,2022-05-18,,,2022-05-19,,,,,,,,,,,,2022-05-19,,,,,,,,,,9.0,,,,False,2022-05-19,23,False,,
,NEFRO-D-22-00162,NEFRO-D-22-00162,,COLABORACIÓN PUBLICO-PRIVADA EN LA GESTIÓN DEL ACCESO VASCULAR PARA HEMODIÁLISIS	,,,,,,,,,,,,,,,2022,NEFRO_1088,6. Revisión Maquetación,0,"En esta carta no hay nada más que señalar aparte de lo que indican los maquetadores. (falta la bibliografía)
",2022-04-26,,,2022-05-09,2022-07-27,,,2022-08-01,,,,,,,,,,,,,2022-08-01,2022-08-31,,,,,,,,79.0,,30.0,,True,2022-08-31,148,True,,
,NEFRO-D-22-00161,NEFRO-D-22-00161,,SÍNDROME HDR EN TRES PACIENTES CON DIFERENTES FENOTIPOS Y DESCRIPCIÓN DE DOS NUEVAS DELECIONES EN EL CROMOSOMA 10p14 RELACIONADAS CON EL GEN GATA3,,,,,,,,,,,,,,,2022,,Decisión en curso,Mariano/Roberto,CONSIDERAR RETIRAR EL ARTÍCULO. Tenía previsto el envío de cambios para junio. Sin respuesta de los autores.,2022-04-25,,,2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2022-05-09,262,True,,
,NEFRO-D-22-00161,NEFRO-D-22-00161,,SÍNDROME HDR EN TRES PACIENTES CON DIFERENTES FENOTIPOS Y DESCRIPCIÓN DE DOS NUEVAS DELECIONES EN EL CROMOSOMA 10p14 RELACIONADAS CON EL GEN GATA3	,,,,,,,,,,,,,,,2022,,Nefroplus,Mariano/Roberto,RETIRAR Y COMPROBAR QUE ESTÁ EN NEFROPLUS,2022-04-25,,,2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2022-05-09,14,False,,
,NEFRO-D-22-00160,NEFRO-D-22-00160,,Título: Factor de crecimiento epidérmico urinario en la enfermedad renal: una revisión sistemática Title: Urinary Epidermal Growth Factor in Kidney Disease: A Systematic Review	,,,,,,,,,,,,,,,2022,NEFRO_1106,6. Revisión Maquetación,0,"ESTÁ EN LA WEB, PERO NO NOS HA LLEGADO GALERADA PARA CORREGIR",2022-04-25,2022-05-09,2022-06-09,2022-07-16,2022-08-08,2022-08-10,2022-09-08,2022-10-06,,,,,,,,,,,,,2022-10-06,2022-10-28,2022-10-13,,,,14,31.0,37.0,23.0,2.0,22.0,-15,True,2022-10-28,90,True,,
,NEFRO-D-22-00158,NEFRO-D-22-00158,,Impacto económico del uso de patiromer en enfermedad renal crónica o insuficiencia cardiaca para el tratamiento de la hiperpotasemia crónica en España	,,,,,,,,,,,,,,,2022,NEFRO_1096,6. Revisión Maquetación,0,,2022-04-24,2022-05-09,2022-06-05,2022-06-29,2022-07-12,2022-07-16,2022-08-14,2022-08-29,,,,,,,,,,,,,2022-08-29,2022-09-10,,,,,15,27.0,24.0,13.0,4.0,12.0,,True,2022-09-10,138,True,,
,NEFRO-D-22-00157,NEFRO-D-22-00157,,Titulo; La prevención Cardiorenal como elemento clave en la reducción de la mortalidad por cualquier causa Title; Cardiorenal Prevention as the key player in the reduction of All-Cause Mortality.	,,,,,,,,,,,,,,,2022,NEFRO_1071,7. Publicado,Elsevier,,2022-04-24,,,2022-05-09,2022-05-18,,,2022-05-19,,,,,,,,,,,,,2022-05-19,2022-06-21,2022-06-30,,,,,,,9.0,,33.0,9,False,2022-06-30,67,False,,
,NEFRO-D-22-00156,NEFRO-D-22-00156,,Metástasis intraglomerulares (endocapilares y extracapilares).	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-04-21,,,2022-05-11,,,,,,,,,,,,,,,,2022-05-11,,,,,,,,,,,,,,False,2022-05-11,20,False,,
,NEFRO-D-22-00155,NEFRO-D-22-00155,,ANCA associated vasculitis strongly connected to COVID-19 vaccination and infection. Case report and literature review	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-04-21,,,2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2022-05-11,20,False,,
,NEFRO-D-22-00154,NEFRO-D-22-00154,,SUERO SALINO HIPERTÓNICO Y DIURÉTICOS EN EL MANEJO DEL FRACASO RENAL AGUDO FUNCIONAL	,,,,,,,,,,,,,,,2022,,4.2 Grandes cambios,Autores,CONSIDERAR RETIRAR EL ARTÍCULO. Tenía previsto el envío de cambios para agosto. Sin respuesta de los autores.,2022-04-21,2022-05-10,2022-06-05,2022-06-29,,,,,,,,,,,,,,,,,,,,,,,19,26.0,24.0,,,,,True,2022-06-29,211,True,,
,NEFRO-D-22-00153,NEFRO-D-22-00153,,Association Between Fibroblast Growth Factor-23 And Vascular Calcification in Hemodialysis Patients: A Meta-Analysis	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-04-20,2022-05-09,2022-06-12,2022-06-29,,,,,,,,,,,,,,,,2022-06-29,,,,,,,19,34.0,17.0,,,,,False,2022-06-29,70,False,,
,NEFRO-D-22-00152,NEFRO-D-22-00152,,Efectos del entrenamiento oclusivo en personas con enfermedad renal crónica: revisión sistemática	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-04-19,,,2022-05-10,2022-06-08,,,2022-06-29,,,,,,,,,,,,2022-06-29,,,,,,,,,,29.0,,,,False,2022-06-29,71,False,,
,NEFRO-D-22-00151,NEFRO-D-22-00151,,Comentario del CEIPV a las nuevas guías europeas de prevención cardiovascular 2021	,,,,,,,,,,,,,,,2022,NEFRO_1069,7. Publicado,Elsevier,,2022-04-19,2022-05-09,2022-05-16,2022-05-17,,,,,,,,,,,,,,,,,2022-05-17,2022-06-21,2022-07-02,,,,20,7.0,1.0,,,35.0,11,False,2022-07-02,74,False,,
,NEFRO-D-22-00150,NEFRO-D-22-00150,,Asociación de preeclampsia grave y daño vascular valorado por marcadores no invasivos de rigidez arterial	,,,,,,,,,,,,,,,2022,NEFRO_1090,6. Revisión Maquetación,0,,2022-04-19,2022-05-09,2022-05-31,2022-06-03,2022-06-28,2022-06-29,2022-07-04,2022-07-17,2022-07-21,,,2022-07-23,,,,,,,,,2022-07-23,2022-08-31,,,,,20,22.0,3.0,25.0,1.0,39.0,,True,2022-08-31,148,True,,
,NEFRO-D-22-00149,NEFRO-D-22-00149,,Unique Case of Nephrogenic Systemic Fibrosis without Exposure to Gadolinium in Hemodialysis Patient	,,,,,,,,,,,,,,,2022,,Retirado,0,,2022-04-19,,,2022-05-11,,,,2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,False,2022-10-31,195,False,,
,NEFRO-D-22-00148,NEFRO-D-22-00148,,Efectos del uso concomitante de N-acetilcisteína y ciclosporina A sobre la lesión renal aguda inducida por paracetamol en ratones Effects of concomitant use of N-Acetylcysteine and Cyclosporine A on the acetaminophen-induced acute kidney injury in mice	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-04-19,2022-05-10,2022-06-19,2022-07-03,2022-09-01,2022-09-03,2022-10-06,2022-11-11,2022-12-13,2022-12-28,,2023-01-14,,,,,,,,2023-01-14,,,,,,,21,40.0,14.0,60.0,2.0,,,False,2023-01-14,270,False,,
,NEFRO-D-22-00147,NEFRO-D-22-00147,,Effects of estimated glomerular filtration rate and urinary protein excretion on the incidence of anemia in diabetic patients	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-04-18,,,2022-05-11,,,,,,,,,,,,,,,,2022-05-11,,,,,,,,,,,,,,False,2022-05-11,23,False,,
,NEFRO-D-22-00146,NEFRO-D-22-00146,,Predictors of acute kidney injury in hematological cancer patients: A prospective cross-sectional study	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-04-18,2022-05-11,2022-05-27,2022-06-03,,,,,,,,,,,,,,,,2022-06-03,,,,,,,23,16.0,7.0,,,,,False,2022-06-03,46,False,,
,NEFRO-D-22-00145,NEFRO-D-22-00145,,Can We Use Inflammation Biomarkers Based on Complete Blood Cell Count in the follow-up of COVID-19 disease in Hemodialysis Patients?	,,,,,,,,,,,,,,,2022,,Rechazado,Mariano/Roberto,,2022-04-18,,,2022-05-11,,,,,,,,,,,,,,,,2022-05-11,,,,,,,,,,,,,,False,2022-05-11,23,False,,
